Company_name,Description,Ratings,Rating_count,No_of_reviews,Salaries,Interviews,Jobs,Benefits,Photos
TCS,IT Services & Consulting | Bengaluru +444 other locations,3.3,(1.1L),1.1L,10.2L,11.9k,4.4k,10.7k,93
Accenture,IT Services & Consulting | Bengaluru +259 other locations,3.7,(73.7k),73.7k,7L,9.4k,38.4k,6.7k,49
Wipro,IT Services & Consulting | Hyderabad +373 other locations,3.6,(65.3k),65.3k,4.9L,6.9k,333,4.7k,114
Cognizant,IT Services & Consulting | Hyderabad +232 other locations,3.7,(61.6k),61.6k,6.1L,6.5k,536,5.5k,96
Capgemini,IT Services & Consulting | Bengaluru +182 other locations,3.6,(53.6k),53.6k,4.9L,5.6k,2.2k,3.7k,42
HDFC Bank,Banking | Mumbai +1853 other locations,3.8,(52.6k),52.6k,1.5L,3.1k,343,3.3k,89
Infosys,IT Services & Consulting | Bengaluru +246 other locations,3.5,(49k),49k,5.3L,8.5k,2.1k,4.8k,120
HCLTech,IT Services & Consulting | Chennai +231 other locations,3.4,(46.1k),46.1k,3.9L,4.6k,230,3.8k,71
ICICI Bank,Banking | Mumbai +1445 other locations,4.0,(46.1k),46.1k,1.5L,3k,17,3.7k,73
Tech Mahindra,IT Services & Consulting | Hyderabad +321 other locations,3.4,(43.5k),43.5k,2.9L,4.6k,601,3.4k,79
Genpact,Analytics & KPO | Hyderabad +181 other locations,3.6,(42.5k),42.5k,2.4L,3.9k,621,3.5k,66
TP,BPO | Mumbai +256 other locations,3.9,(38.8k),38.8k,99.4k,2.3k,1.5k,1.9k,38
Jio,Telecom | Mumbai +1957 other locations,4.4,(33.7k),33.7k,61.3k,4.4k,--,2.6k,93
Axis Bank,Banking | Mumbai +1520 other locations,3.6,(33.4k),33.4k,1L,2k,269,2.2k,121
Concentrix Corporation,BPO | Bengaluru +183 other locations,3.6,(32.4k),32.4k,1.3L,2k,16,3.1k,67
Amazon,Internet | Bengaluru +515 other locations,3.9,(31.5k),31.5k,1.6L,6k,2.6k,3.6k,95
Reliance Retail,Retail | Mumbai +1161 other locations,3.9,(27.4k),27.4k,76.2k,2k,104,1.9k,142
iEnergizer,BPO | Noida +53 other locations,4.6,(27.2k),27.2k,24.8k,1.6k,92,544,29
LTIMindtree,IT Services & Consulting | Bengaluru +145 other locations,3.6,(26.5k),26.5k,2L,3.5k,507,796,34
IBM,IT Services & Consulting | Bengaluru +162 other locations,3.9,(25.8k),25.8k,2.2L,2.6k,1.8k,2.6k,23
HDB Financial Services,NBFC | Mumbai +1093 other locations,3.9,(25.8k),25.8k,49k,1.1k,2.1k,1.5k,73
Larsen & Toubro Limited,Engineering & Construction | Chennai +771 other locations,3.9,(24k),24k,77k,1.9k,297,2.5k,65
Deloitte,Management Consulting | Hyderabad +182 other locations,3.7,(23.3k),23.3k,2.7L,3.4k,2k,2.4k,27
Kotak Mahindra Bank,Banking | Mumbai +691 other locations,3.6,(22.5k),22.5k,87.1k,1.4k,167,1.3k,45
Reliance Industries,Oil & Gas | Jamnagar +820 other locations,4.0,(20.3k),20.3k,74.4k,1.6k,86,1.9k,38
Vodafone Idea,Telecom | Pune +705 other locations,3.9,(17.6k),17.6k,49.4k,699,84,2k,22
Bharti Airtel,Telecom | Gurugram +792 other locations,3.8,(17.1k),17.1k,50.1k,1.1k,177,1.6k,101
BYJU'S,EdTech | Bengaluru +321 other locations,3.2,(16.4k),16.4k,53k,2.1k,1,1.7k,28
WNS,IT Services & Consulting | Pune +66 other locations,3.3,(15.3k),15.3k,71.1k,1.3k,84,1.3k,24
IDFC FIRST Bank,Banking | Mumbai +731 other locations,3.9,(14.7k),14.7k,50.3k,986,43,735,96
Ernst & Young,Management Consulting | Bengaluru +135 other locations,3.4,(14.6k),14.6k,1.5L,1.4k,4.7k,1.1k,10
IndusInd Bank,Banking | Mumbai +799 other locations,3.4,(14.3k),14.3k,52.6k,777,151,815,16
AU Small Finance Bank,Banking | Jaipur +803 other locations,3.8,(14.3k),14.3k,29.7k,710,189,595,28
Tata Motors,Automobile | Pune +506 other locations,4.1,(14.2k),14.2k,43k,1.3k,200,1.6k,45
Muthoot FinCorp,NBFC | Bengaluru +1121 other locations,4.5,(13.2k),13.2k,9.5k,2.4k,47,282,103
Bajaj Finserv,NBFC | Pune +1197 other locations,4.0,(13.2k),13.2k,31.9k,777,2,731,19
Flipkart,Internet | Bengaluru +554 other locations,3.9,(13k),13k,56.4k,1.7k,111,1.4k,105
PwC,Management Consulting | Bengaluru +137 other locations,3.3,(12.7k),12.7k,1.3L,1.6k,1.1k,829,24
HDFC Life,Insurance | Mumbai +717 other locations,3.8,(12.1k),12.1k,33.6k,815,114,634,57
Infosys BPM,BPO | Bengaluru +95 other locations,3.5,(12.1k),12.1k,77.2k,1.1k,27,1.1k,8
Mahindra & Mahindra,Automobile | Pune +565 other locations,4.0,(12.1k),12.1k,41k,883,8,1.2k,19
DXC Technology,IT Services & Consulting | Bengaluru +130 other locations,3.6,(12k),12k,75.3k,902,220,1.1k,9
Bandhan Bank,Banking | Kolkata +1013 other locations,3.7,(11.2k),11.2k,25.3k,765,--,538,44
Digitide Solutions,IT Services & Consulting | Hyderabad +274 other locations,3.5,(10.4k),10.4k,26.9k,578,331,778,47
Mphasis,IT Services & Consulting | Bengaluru +64 other locations,3.3,(10.3k),10.3k,75.1k,941,70,855,133
Yes Bank,Banking | Mumbai +541 other locations,3.7,(10.2k),10.2k,42.7k,565,228,629,18
Tata Steel,Iron & Steel | Jamshedpur +226 other locations,4.0,(9.9k),9.9k,34.7k,1.1k,--,675,52
Quess,Recruitment | Bengaluru +758 other locations,3.8,(9.8k),9.8k,31.5k,548,39,452,23
Asian Paints,Chemicals | Mumbai +556 other locations,3.9,(9.6k),9.6k,26.2k,875,84,907,36
Maruti Suzuki,Automobile | Gurugram +457 other locations,4.1,(9.6k),9.6k,28.9k,798,1,1.1k,25
Startek,BPO | Bengaluru +104 other locations,3.0,(9.5k),9.5k,25.1k,653,274,690,16
UltraTech Cement,Building Material | Mumbai +539 other locations,4.1,(9.5k),9.5k,25.2k,811,34,633,47
Paytm,FinTech | Noida +425 other locations,3.2,(9.4k),9.4k,34.4k,904,787,593,24
Bajaj Finance,NBFC | Pune +999 other locations,3.9,(9.3k),9.3k,23.3k,449,6.7k,518,15
Shriram Finance,NBFC | Chennai +1119 other locations,3.9,(9.2k),9.2k,15.9k,459,6,34,46
Sutherland Global Services,BPO | Chennai +82 other locations,3.4,(9.1k),9.1k,35.7k,811,344,913,30
Equitas Small Finance Bank,Banking | Chennai +486 other locations,4.3,(8.9k),8.9k,13.6k,1k,35,413,43
Wells Fargo,Financial Services | Bengaluru +27 other locations,3.6,(8.7k),8.7k,63.3k,698,248,863,13
EXL Service,Analytics & KPO | Noida +61 other locations,3.6,(8.7k),8.7k,45.5k,928,80,809,20
Cipla,Pharma | Mumbai +294 other locations,4.1,(8.6k),8.6k,26.6k,605,13,867,20
Ericsson,Telecom | Noida +161 other locations,3.9,(8.4k),8.4k,42.9k,477,48,1k,17
Samsung,Consumer Electronics & Appliances | Noida +581 other locations,3.9,(8.3k),8.3k,26.5k,634,42,529,16
Dr. Reddy's,Pharma | Hyderabad +215 other locations,4.0,(8.3k),8.3k,26.2k,523,23,750,30
Optum Global Solutions,IT Services & Consulting | Hyderabad +69 other locations,4.0,(8k),8k,51.3k,784,156,696,2
JSW Steel,Iron & Steel | Ballari +199 other locations,3.9,(7.9k),7.9k,31.9k,852,102,621,32
JPMorgan Chase & Co.,Financial Services | Bengaluru +56 other locations,3.8,(7.9k),7.9k,91.4k,890,617,860,14
Delhivery,Logistics | Gurugram +763 other locations,3.8,(7.8k),7.8k,22k,622,244,666,71
ICICI Prudential Life Insurance,Insurance | Mumbai +511 other locations,3.9,(7.8k),7.8k,23k,490,390,637,13
Hexaware Technologies,IT Services & Consulting | Chennai +70 other locations,3.4,(7.7k),7.7k,55.6k,832,392,563,30
Ujjivan Small Finance Bank,Banking | Bengaluru +544 other locations,4.0,(7.7k),7.7k,13.1k,331,86,590,26
Sun Pharmaceutical Industries,Pharma | Vadodara +264 other locations,4.0,(7.6k),7.6k,23.4k,686,386,609,16
Jana Small Finance Bank,Banking | Bengaluru +424 other locations,3.7,(7.6k),7.6k,14.6k,309,62,631,17
HGS,Emerging Technologies | Bengaluru +122 other locations,3.7,(7.6k),7.6k,20.6k,278,13,968,32
Zydus Lifesciences,Pharma | Ahmedabad +181 other locations,4.0,(7.5k),7.5k,20.3k,500,50,631,21
Amazon Development Centre India,Internet | Hyderabad +147 other locations,3.8,(7.5k),7.5k,39.9k,898,8,365,12
Ekart Logistics,Logistics | Bengaluru +740 other locations,3.9,(7.5k),7.5k,17.1k,413,--,427,76
Lupin,Pharma | Pune +204 other locations,4.1,(7.4k),7.4k,22.4k,452,55,769,11
KPMG India,Management Consulting | Bengaluru +112 other locations,3.4,(7.4k),7.4k,69.1k,946,95,754,8
L&T Construction,Engineering & Construction | Chennai +435 other locations,4.0,(7.3k),7.3k,19.1k,954,--,931,41
Axis Max Life Insurance,Insurance | New Delhi +509 other locations,4.0,(7.2k),7.2k,20.2k,421,237,508,11
Hindustan Unilever,FMCG | Mumbai +545 other locations,4.2,(7.2k),7.2k,20.4k,478,21,714,6
ITC,FMCG | Bengaluru +378 other locations,3.9,(7.2k),7.2k,25.2k,706,74,645,14
Megha Engineering & Infrastructures,Engineering & Construction | Hyderabad +408 other locations,3.9,(7k),7k,18.7k,584,16,549,39
Coforge,IT Services & Consulting | Noida +103 other locations,3.3,(7k),7k,51.9k,753,159,291,102
Tata Projects,Engineering & Construction | Mumbai +287 other locations,4.2,(6.9k),6.9k,22.8k,625,32,555,63
Bajaj Life Insurance,Insurance | Pune +618 other locations,3.8,(6.7k),6.7k,17.7k,452,72,483,17
Cholamandalam Investment & Finance,Financial Services | Chennai +868 other locations,3.9,(6.7k),6.7k,13.3k,300,41,307,41
L&T Technology Services,IT Services & Consulting | Bengaluru +95 other locations,3.0,(6.6k),6.6k,44.8k,635,--,455,11
FIS,FinTech | Pune +59 other locations,3.8,(6.6k),6.6k,39.3k,544,237,728,17
Oracle,Software Product | Bengaluru +56 other locations,3.3,(6.6k),6.6k,65k,963,79,629,39
Omega Healthcare,BPO | Chennai +70 other locations,3.8,(6.5k),6.5k,27.9k,562,163,400,32
JLL,Real Estate | Gurugram +87 other locations,4.1,(6.4k),6.4k,25.1k,499,476,548,21
Muthoot Finance,NBFC | Bengaluru +793 other locations,3.7,(6.4k),6.4k,13.2k,362,146,335,12
IIFL Finance,NBFC | Mumbai +813 other locations,4.0,(6.4k),6.4k,13.9k,335,60,404,19
eClerx,IT Services & Consulting | Pune +32 other locations,3.1,(6.3k),6.3k,33.2k,648,425,565,26
Indian Army,Defence & Aerospace | New Delhi +360 other locations,4.7,(6.3k),6.3k,9.4k,212,--,742,12
Piramal Finance,NBFC | Mumbai +433 other locations,4.2,(6.2k),6.2k,12.4k,303,636,397,46
DMart,Retail | Mumbai +255 other locations,3.9,(6.2k),6.2k,19.3k,566,225,482,17
Virtusa Consulting Services,IT Services & Consulting | Hyderabad +55 other locations,3.7,(6.1k),6.1k,57.8k,685,189,323,23
PolicyBazaar,Internet | Gurugram +156 other locations,3.8,(6.1k),6.1k,18.1k,646,1.4k,248,28
HCL Group,IT Services & Consulting | Chennai +97 other locations,3.5,(6.1k),6.1k,39k,522,--,663,1
HSBC Group,Financial Services | Bengaluru +63 other locations,3.8,(6.1k),6.1k,45.1k,561,141,1.1k,26
Indiamart Intermesh,Internet | Noida +169 other locations,3.5,(6k),6k,21.8k,771,189,451,17
SMFG India Credit,NBFC | Mumbai +607 other locations,3.9,(6k),6k,11.4k,216,87,358,22
Access Healthcare,BPO | Chennai +62 other locations,3.7,(5.9k),5.9k,29.6k,412,1.8k,368,9
BigBasket,Internet | Bengaluru +143 other locations,3.9,(5.9k),5.9k,20k,499,91,385,36
Siemens,Industrial Automation | Bengaluru +156 other locations,4.0,(5.8k),5.8k,34.9k,516,57,635,13
ICICI Lombard General Insurance Company,Insurance | Mumbai +320 other locations,3.5,(5.8k),5.8k,20.5k,368,214,379,22
GlobalLogic,IT Services & Consulting | Hyderabad +62 other locations,3.5,(5.8k),5.8k,41.8k,689,76,526,21
Firstsource Solutions,BPO | Bengaluru +73 other locations,3.5,(5.8k),5.8k,25k,367,111,576,13
Manappuram Finance,NBFC | Bengaluru +660 other locations,3.9,(5.8k),5.8k,9.7k,232,28,265,35
Aurobindo Pharma,Pharma | Hyderabad +115 other locations,4.0,(5.8k),5.8k,20.5k,296,36,472,9
Tata Capital,NBFC | Mumbai +453 other locations,3.9,(5.7k),5.7k,16.2k,287,3.7k,264,23
Shapoorji Pallonji Group,Engineering & Construction | Mumbai +190 other locations,4.1,(5.7k),5.7k,15.3k,439,48,641,14
UST,IT Services & Consulting | Bengaluru +52 other locations,3.7,(5.7k),5.7k,40.9k,604,86,417,25
Standard Chartered,Banking | Chennai +68 other locations,3.6,(5.7k),5.7k,42.5k,329,1,313,--
Udaan,Internet | Bengaluru +366 other locations,3.9,(5.7k),5.7k,14.9k,373,5,759,16
Apollo Hospitals,Healthcare | Chennai +226 other locations,4.0,(5.7k),5.7k,16.9k,497,222,517,2
Mahindra Finance,NBFC | Mumbai +739 other locations,3.9,(5.7k),5.7k,12.2k,226,137,516,12
Bosch Global Software Technologies,IT Services & Consulting | Bengaluru +47 other locations,3.7,(5.7k),5.7k,41.3k,396,38,629,21
Swiggy,Internet | Bengaluru +238 other locations,3.7,(5.6k),5.6k,24.2k,590,172,348,18
Ashok Leyland,Automobile | Chennai +265 other locations,4.0,(5.6k),5.6k,18.8k,329,4,649,15
Citicorp,Financial Services | Pune +68 other locations,3.6,(5.6k),5.6k,54.8k,642,--,520,6
CGI Inc,IT Services & Consulting | Bengaluru +43 other locations,4.0,(5.4k),5.4k,47.3k,568,568,360,5
Hero MotoCorp,Automobile | Gurugram +370 other locations,4.1,(5.4k),5.4k,16.3k,422,8,591,10
Cyient,IT Services & Consulting | Hyderabad +49 other locations,3.6,(5.3k),5.3k,27.7k,337,141,471,3
SBI Cards & Payment Services,Financial Services | Gurugram +448 other locations,3.6,(5.3k),5.3k,16.2k,316,113,351,14
BNY,Financial Services | Pune +27 other locations,3.6,(5.3k),5.3k,32.1k,406,59,534,1
NTT DATA,IT Services & Consulting | Bengaluru +81 other locations,3.8,(5.3k),5.3k,38.8k,767,10,164,2
Kalpataru Projects International,Engineering & Construction | Mumbai +328 other locations,4.2,(5.3k),5.3k,14k,343,--,212,22
IQVIA,Clinical Research | Bengaluru +67 other locations,3.7,(5.3k),5.3k,31.9k,570,32,528,10
Nagarjuna Construction Company,Engineering & Construction | Hyderabad +299 other locations,4.0,(5.3k),5.3k,12.6k,458,11,416,12
Schneider Electric,Industrial Automation | Bengaluru +121 other locations,4.1,(5.2k),5.2k,25.8k,469,547,447,13
JustDial,Internet | Noida +235 other locations,3.5,(5.2k),5.2k,15.4k,397,44,377,9
SBI Life Insurance Company,Insurance | Mumbai +658 other locations,3.7,(5.2k),5.2k,11.8k,318,8,336,18
CBRE,Real Estate | Hyderabad +92 other locations,4.1,(5.2k),5.2k,19.2k,362,21,455,19
TVS Motor,Automobile | Hosur +354 other locations,3.8,(5.1k),5.1k,16.4k,422,100,545,15
Persistent Systems,IT Services & Consulting | Pune +42 other locations,3.6,(5.1k),5.1k,47.1k,721,356,378,33
State Bank of India,Banking | Mumbai +627 other locations,3.8,(5k),5k,11.9k,325,1,410,5
Atos,IT Services & Consulting | Pune +49 other locations,3.8,(5k),5k,33.6k,416,107,462,10
KEC International,Engineering & Construction | Mumbai +317 other locations,4.0,(5k),5k,13.7k,428,15,448,54
ITC Infotech,IT Services & Consulting | Bengaluru +69 other locations,3.8,(4.9k),4.9k,30.3k,423,66,285,11
vivo,Consumer Electronics & Appliances | Noida +414 other locations,4.1,(4.9k),4.9k,13k,246,13,647,3
Amdocs,Software Product | Pune +24 other locations,3.6,(4.9k),4.9k,38k,564,9,615,20
JBM Group,Auto Components | Gurugram +119 other locations,3.9,(4.9k),4.9k,14.1k,359,183,347,21
Varun Beverages,Beverage | New Delhi +384 other locations,4.0,(4.8k),4.8k,12.3k,356,77,325,32
Ecom Express,Logistics | Gurugram +779 other locations,4.1,(4.8k),4.8k,9.4k,268,--,324,39
Eviden,IT Services & Consulting | Pune +39 other locations,3.6,(4.8k),4.8k,27k,316,--,3,11
Utkarsh Small Finance Bank,Banking | Varanasi +420 other locations,3.6,(4.8k),4.8k,11.1k,320,54,282,53
Nagarro,IT Services & Consulting | Gurugram +48 other locations,3.9,(4.8k),4.8k,33.2k,842,310,1.1k,19
Randstad,Recruitment | Hyderabad +369 other locations,3.7,(4.7k),4.7k,17.2k,338,75,349,7
EY Global Delivery Services ( EY GDS),IT Services & Consulting | Bengaluru +56 other locations,3.5,(4.7k),4.7k,52.7k,906,5,275,16
Bosch,Auto Components | Bengaluru +133 other locations,4.1,(4.7k),4.7k,21.2k,387,--,603,18
Hewlett Packard Enterprise,IT Services & Consulting | Bengaluru +104 other locations,4.0,(4.6k),4.6k,27.6k,270,249,548,18
L&T Finance,NBFC | Mumbai +653 other locations,3.9,(4.6k),4.6k,11.8k,227,--,261,34
Havells,Electrical Equipment | Noida +264 other locations,3.9,(4.6k),4.6k,15.6k,302,43,322,13
Aditya Birla Fashion and Retail,Fashion & Textile | Bengaluru +293 other locations,4.0,(4.6k),4.6k,13.3k,270,64,395,14
Cars24,Internet | Gurugram +172 other locations,3.4,(4.6k),4.6k,15.7k,414,101,413,18
Intas Pharmaceuticals,Pharma | Ahmedabad +150 other locations,4.1,(4.6k),4.6k,17.7k,267,55,373,9
R1 RCM,BPO | Hyderabad +49 other locations,3.8,(4.6k),4.6k,22.5k,367,178,342,23
Mahindra Logistics,Logistics | Mumbai +233 other locations,3.7,(4.6k),4.6k,12.9k,254,80,451,24
Tata AIA Life Insurance,Insurance | Mumbai +454 other locations,3.9,(4.6k),4.6k,14.4k,261,758,304,23
Home Credit Finance,NBFC | Gurugram +139 other locations,4.0,(4.6k),4.6k,9.2k,153,115,632,6
Hetero,Pharma | Hyderabad +71 other locations,3.9,(4.6k),4.6k,15.3k,362,60,349,15
Dell,Consumer Electronics & Appliances | Bengaluru +116 other locations,3.8,(4.5k),4.5k,29.3k,434,21,544,25
Deutsche Bank,Banking | Pune +42 other locations,3.8,(4.5k),4.5k,38.1k,431,442,408,81
Berger Paints,Chemicals | Kolkata +367 other locations,3.7,(4.5k),4.5k,10.8k,447,171,279,6
Lenskart,Internet | New Delhi +252 other locations,3.3,(4.5k),4.5k,13.5k,477,170,215,23
OPPO,Consumer Electronics & Appliances | Greater Noida +407 other locations,3.9,(4.5k),4.5k,11.9k,259,10,605,10
Hyundai Motor India Limited,Automobile | Chennai +292 other locations,4.1,(4.4k),4.4k,14.4k,329,5,523,31
Motilal Oswal Financial Services,Financial Services | Mumbai +169 other locations,3.7,(4.4k),4.4k,13.2k,556,47,174,90
TeamLease Services,Recruitment | Bengaluru +404 other locations,3.9,(4.4k),4.4k,16.5k,255,--,221,6
VE Commercial Vehicles,Automobile | Indore +180 other locations,3.9,(4.4k),4.4k,14.2k,296,25,349,13
Thermax Limited,Industrial Machinery | Pune +259 other locations,4.2,(4.3k),4.3k,13.3k,353,44,379,24
Jubilant Foods Works,Hospitality | Noida +267 other locations,3.7,(4.2k),4.2k,9.8k,258,376,184,18
Macleods Pharmaceuticals,Pharma | Mumbai +136 other locations,3.7,(4.2k),4.2k,15.8k,273,27,338,3
Carelon Global Solutions,IT Services & Consulting | Bengaluru +20 other locations,3.9,(4.2k),4.2k,29.1k,429,93,15,9
Aakash Educational Services,Education & Training | New Delhi +249 other locations,3.2,(4.2k),4.2k,14.1k,382,95,215,25
Bajaj Auto,Automobile | Pune +324 other locations,3.8,(4.2k),4.2k,14.7k,332,41,498,19
Jindal Steel Limited,Iron & Steel | Angul +174 other locations,3.9,(4.2k),4.2k,16k,440,75,336,37
State Street Corporation,Financial Services | Bengaluru +36 other locations,3.5,(4.2k),4.2k,33.9k,298,6,263,11
LG Electronics,Consumer Electronics & Appliances | Pune +301 other locations,3.8,(4.2k),4.2k,11.3k,264,12,404,18
Hindalco Industries,Metals & Mining | Sambalpur +131 other locations,4.2,(4.2k),4.2k,13.1k,317,16,335,11
Kogta Financial India Limited,NBFC | Jaipur +260 other locations,4.7,(4.1k),4.1k,1.9k,252,91,32,39
Royal Enfield,Automobile | Chennai +374 other locations,4.2,(4.1k),4.1k,15k,206,3,401,38
HDFC ERGO General Insurance,Insurance | Mumbai +327 other locations,4.0,(4.1k),4.1k,12.2k,206,13,279,7
DCB Bank,Banking | Mumbai +346 other locations,3.8,(4.1k),4.1k,9.9k,235,18,255,23
John Deere,Industrial Machinery | Pune +154 other locations,4.0,(4.1k),4.1k,15.7k,270,4,424,12
RBL Bank,Banking | Mumbai +293 other locations,3.5,(4.1k),4.1k,18.8k,249,40,228,11
Tata Communications,Telecom | Pune +102 other locations,3.9,(4k),4k,23.7k,307,124,426,13
Publicis Sapient,IT Services & Consulting | Bengaluru +47 other locations,3.2,(4k),4k,33.2k,711,208,402,70
Cummins,Industrial Machinery | Pune +115 other locations,4.3,(4k),4k,15.7k,293,132,462,16
Alembic Pharmaceuticals,Pharma | Vadodara +188 other locations,3.9,(4k),4k,15.5k,263,50,385,9
Bank of America,Banking | Gurugram +34 other locations,4.1,(3.9k),3.9k,30.1k,296,--,417,--
Pidilite Industries,Chemicals | Mumbai +321 other locations,4.2,(3.9k),3.9k,11.9k,270,23,363,5
Grasim Industries,Building Material | Bharuch +262 other locations,4.0,(3.9k),3.9k,13.2k,294,13,276,11
Oyo Rooms,Internet | Gurugram +121 other locations,3.0,(3.9k),3.9k,13.8k,260,152,397,14
Aditya Birla Sun Life Insurance,Insurance | Mumbai +506 other locations,4.0,(3.9k),3.9k,10.5k,188,--,216,23
Cloudnine Hospital,Healthcare | Bengaluru +46 other locations,4.5,(3.9k),3.9k,3.1k,1.5k,24,109,7
American Express,Financial Services | Gurugram +54 other locations,4.1,(3.9k),3.9k,25.9k,432,98,445,10
Kyndryl,IT Services & Consulting | Bengaluru +39 other locations,4.0,(3.9k),3.9k,27.6k,236,302,166,60
PNB MetLife,Insurance | New Delhi +433 other locations,3.3,(3.9k),3.9k,8.1k,197,4,227,18
Subros,Auto Components | Noida +88 other locations,3.8,(3.9k),3.9k,12.9k,223,1,384,11
ADP Private Limited,Software Product | Hyderabad +41 other locations,3.9,(3.9k),3.9k,22.3k,296,61,463,16
Aditya Birla Capital,NBFC | Mumbai +350 other locations,3.8,(3.9k),3.9k,14.4k,266,1,221,30
Altruist Technologies,BPO | Bengaluru +43 other locations,4.4,(3.8k),3.8k,8.4k,724,5,84,6
KPIT Technologies,Software Product | Pune +43 other locations,2.8,(3.8k),3.8k,24.1k,351,4,293,17
Viatris,Pharma | Hyderabad +80 other locations,4.1,(3.8k),3.8k,14.3k,172,6,501,13
Escorts Kubota Limited,Industrial Machinery | Faridabad +159 other locations,4.1,(3.8k),3.8k,13.8k,308,1,258,26
XpressBees,Logistics | Pune +481 other locations,4.2,(3.8k),3.8k,8.3k,448,15,178,25
PVR INOX,Media & Entertainment | New Delhi +152 other locations,3.9,(3.8k),3.8k,9.6k,220,37,248,5
Maersk,Logistics | Chennai +50 other locations,3.9,(3.8k),3.8k,19.6k,254,39,425,26
Reliance Communications,Telecom | Mumbai +465 other locations,4.0,(3.8k),3.8k,9.3k,107,--,379,1
Birlasoft,IT Services & Consulting | Pune +50 other locations,3.4,(3.8k),3.8k,30.1k,319,535,241,8
JK Cement,Building Material | New Delhi +332 other locations,4.0,(3.8k),3.8k,10.3k,349,2,266,28
Synechron,IT Services & Consulting | Pune +33 other locations,3.4,(3.8k),3.8k,29.1k,409,109,245,10
Glenmark Pharmaceuticals,Pharma | Mumbai +189 other locations,3.8,(3.7k),3.7k,12.3k,187,495,325,1
Kotak Mahindra Life Insurance Company,Insurance | Mumbai +259 other locations,3.5,(3.7k),3.7k,12.5k,264,252,259,6
Bharat Electronics,Electronics Manufacturing | Bengaluru +87 other locations,4.2,(3.7k),3.7k,12.7k,252,--,314,1
Dabur,FMCG | New Delhi +318 other locations,3.8,(3.7k),3.7k,9.2k,341,37,280,5
Sodexo,Facility Management Services | Mumbai +161 other locations,4.0,(3.7k),3.7k,10k,210,882,367,22
PhonePe,FinTech | Bengaluru +405 other locations,4.0,(3.7k),3.7k,13.7k,439,83,197,11
Cogent E Services,BPO | Noida +57 other locations,3.1,(3.7k),3.7k,10.4k,299,2,223,13
Godrej & Boyce Manufacturing,Consumer Electronics & Appliances | Mumbai +170 other locations,3.9,(3.7k),3.7k,15.2k,236,25,413,3
Abbott,Pharma | Mumbai +214 other locations,4.1,(3.6k),3.6k,12.1k,185,257,368,8
Blinkit,Internet | Gurugram +157 other locations,3.8,(3.6k),3.6k,14k,379,--,220,27
Ipca Laboratories,Pharma | Mumbai +163 other locations,3.8,(3.6k),3.6k,11.6k,216,57,249,4
Samvardhana Motherson Group,Auto Components | Noida +94 other locations,3.7,(3.6k),3.6k,12k,261,47,405,11
Aarti Industries,Agro Chemicals | Bharuch +59 other locations,4.1,(3.6k),3.6k,14.5k,337,57,357,6
UNO Minda,Auto Components | Pune +111 other locations,4.0,(3.6k),3.6k,11.6k,267,67,289,6
Reliance Projects & Property Management Services,Other | Kolkata +625 other locations,4.0,(3.6k),3.6k,7.4k,215,--,22,6
Reliance Digital,Retail | Mumbai +384 other locations,4.1,(3.6k),3.6k,8.3k,174,2,244,28
ArcelorMittal Nippon Steel India,Iron & Steel | Surat +88 other locations,4.1,(3.6k),3.6k,12.5k,282,8,118,6
IGT Solutions,BPO | New Delhi +48 other locations,3.2,(3.6k),3.6k,13.8k,257,90,217,14
MRF Tyres,Auto Components | Chennai +194 other locations,3.6,(3.6k),3.6k,13.2k,387,14,350,9
Indian Oil Corporation,Oil & Gas | New Delhi +312 other locations,4.3,(3.5k),3.5k,7.9k,243,--,295,32
Johnson Controls,Industrial Automation | Pune +58 other locations,3.5,(3.5k),3.5k,17.8k,308,12,269,28
"NTT DATA, Inc.",IT Services & Consulting | Bengaluru +38 other locations,3.9,(3.5k),3.5k,21.2k,160,129,629,7
Alkem Laboratories,Pharma | Mumbai +200 other locations,3.9,(3.5k),3.5k,10.2k,203,22,333,2
[24]7.ai,Software Product | Bengaluru +36 other locations,3.4,(3.5k),3.5k,11.7k,193,70,410,10
Honda Motorcycle & Scooter,Automobile | Gurugram +301 other locations,4.1,(3.5k),3.5k,11.3k,209,--,350,4
Vishal Mega Mart,Retail | New Delhi +379 other locations,3.7,(3.5k),3.5k,6.3k,220,2,279,12
Hindustan Coca Cola Beverages,Beverage | Bengaluru +263 other locations,4.0,(3.5k),3.5k,7.8k,188,45,387,4
UBS,Financial Services | Pune +19 other locations,3.8,(3.5k),3.5k,32.2k,378,2,121,11
Barclays,Banking | Pune +38 other locations,3.7,(3.4k),3.4k,34k,324,--,256,28
Bajaj General Insurance Limited,Insurance | Pune +307 other locations,3.7,(3.4k),3.4k,10.8k,143,513,240,9
DTDC Express,Logistics | New Delhi +273 other locations,3.7,(3.4k),3.4k,8.9k,200,58,269,3
IndusInd Nippon Life Insurance,Mumbai +493 other locations,3.4,(3.4k),3.4k,8.2k,173,1,231,13
ABB,Industrial Machinery | Bengaluru +108 other locations,4.0,(3.4k),3.4k,18.8k,298,371,351,5
Ceat Tyres,Auto Components | Nagpur +141 other locations,3.9,(3.4k),3.4k,13.1k,215,47,348,8
RSPL Group,FMCG | Kanpur +258 other locations,4.1,(3.4k),3.4k,9.7k,265,53,301,8
